player,team,league,position,age,minutes,league_strength,progressive_carries_p90,progressive_passes_p90,crosses_p90,xA_p90,touches_att_3rd_p90,tackles_p90,interceptions_p90,miscontrols_p90,aerial_win_pct,clearances_p90,pass_completion_pct,errors_p90,npxG_p90,shots_p90,touches_box_p90,goals_p90,pressures_p90,tackles_interceptions_p90,market_value_eur,injury_days_last_2y,role_family,availability_ratio,z_aerial_win_pct,z_clearances_p90,z_crosses_p90,z_errors_p90,z_goals_p90,z_miscontrols_p90,z_npxG_p90,z_pass_completion_pct,z_pressures_p90,z_progressive_carries_p90,z_progressive_passes_p90,z_shots_p90,z_tackles_interceptions_p90,z_touches_att_3rd_p90,z_touches_box_p90,z_xA_p90,role_performance_raw,role_metric_coverage,role_performance,minutes_reliability,reliability,role_performance_reliable,market_value_pred_log_oof,market_value_pred_eur_oof,value_residual_log,cost_pressure,value_intelligence
ABE Player 030,Aberdeen,Scottish Premiership,RB,25,2048,0.62,1.79,4.287,2.187,0.088,14.862,1.562,1.074,1.426,46.106,1.078,32.271,0.065,0.0,0.196,1.324,0.023,15.895,2.636,2097497,20,RWB,0.9305555555555556,0.20119220886010902,-1.3160244444444438,-0.6030298013245032,1.6862500000000005,0.0,0.19524999999999934,-0.6745,-2.571114411667766,1.2440173387096767,-1.3597704590818365,-0.11771252676659545,-2.0744056603773586,-0.4567328571428572,-1.2401843331391937,-0.4994389312977098,-0.15230645161290338,-0.6149647706573155,1.0,0.30005996319299144,1.0,0.9791666666666666,0.30005996319299144,14.47503268098137,1933866.9625643245,-0.08122308282558421,0.38050792510432474,0.43193895748831684
ABE Player 032,Aberdeen,Scottish Premiership,CB,20,1808,0.62,0.672,3.988,0.099,0.094,4.744,1.211,1.797,0.305,59.933,3.558,82.071,0.024,0.062,0.543,0.715,0.027,6.032,3.008,4701445,55,CB,0.8090277777777778,-0.16422960151802662,-1.254130360205834,0.019838235294117663,-1.1382187499999994,0.0,-0.014663043478260888,0.3147666666666666,-0.24656152302492587,1.504219665271967,-0.6993282208588952,-0.14831937172774845,0.38221666666666737,0.16862500000000022,0.6630677966101688,-1.5704776119403001,1.86162,-0.15572425620936686,0.9999999999999999,0.45009484912976727,1.0,0.9427083333333333,0.45009484912976727,14.740109483667608,2520856.0066268346,-0.6232711952696448,0.5822759338059659,0.2414954324706802
HEA Player 035,Hearts,Scottish Premiership,RB,24,1731,0.61,2.993,4.89,1.536,0.127,14.495,1.212,1.188,1.426,38.834,2.336,57.193,0.018,0.029,0.423,1.2,0.049,13.186,2.4,1597724,1,RWB,0.9965277777777778,-0.3029669030732859,0.5695777777777774,-2.0570016556291386,-0.9555416666666672,0.7624782608695653,0.19524999999999934,0.54803125,-1.185988422874094,-0.2295475806451616,0.25983732534930154,0.31775160599571695,0.814490566037736,-0.9115385714285719,-1.3843552708211977,-1.1378969465648858,0.696258064516129,-0.3991726454941391,1.0,0.3705597250091524,0.9806460455570433,0.9854105652232635,0.3730649061944091,14.369431639578,1740061.5861194355,0.08534033919148598,0.31247126709231465,0.4904594550229424
HEA Player 036,Hearts,Scottish Premiership,RWB,24,1531,0.61,3.406,3.622,1.982,0.063,19.527,2.169,1.129,0.737,30.882,1.721,71.411,0.029,0.024,0.495,1.338,0.0,14.597,3.298,1961388,32,RWB,0.8888888888888888,-0.8542696063315859,-0.35223888888888855,-1.0608857615894034,-0.33725000000000016,-0.6745,-1.8430416666666654,0.33725,-0.39577410184574807,0.5379681451612897,0.8158622754491024,-0.5979507494646682,1.730792452830189,0.8190357142857138,0.5923972044263253,-0.42735496183206084,-0.696258064516129,0.17630751300644654,1.0,0.5585703582680769,0.9222556888171282,0.9122456488386563,0.5540168461087912,14.545802087795124,2075684.6437614271,0.05663863410950576,0.3637359464940629,0.4803753798931853
HEA Player 042,Hearts,Scottish Premiership,RWB,24,2229,0.61,3.313,4.691,3.099,0.115,20.56,2.278,1.237,1.825,57.51,1.903,95.0,0.02,0.035,0.388,1.552,0.077,12.368,3.515,7531073,0,RWB,1.0,0.9918179669030732,-0.07944111111111098,1.4338708609271529,-0.8431250000000003,1.5836086956521738,1.3756249999999983,0.8009687500000001,0.915265820698748,-0.6745,0.6906556886227551,0.1740412205567449,0.3690660377358494,1.2372257142857137,0.9981971461852055,0.6745,0.4351612903225807,0.5924332152569005,1.0,0.6945195402507652,1.0,1.0,0.6945195402507652,15.724664259300194,6747375.08617406,-0.10988395978733578,0.7000601014841807,0.42186922693602014
HEA Player 047,Hearts,Scottish Premiership,CB,22,2003,0.61,0.912,5.231,0.005,0.0,3.103,1.129,1.636,0.214,50.607,3.785,95.0,0.041,0.029,0.392,0.695,0.029,4.069,2.765,3330654,2,CB,0.9930555555555556,-0.7924516129032255,-0.9915034305317338,-1.8449558823529408,-0.4215624999999996,0.04996296296296301,-1.3490000000000004,-0.42718333333333325,0.6745,-1.2657458158995825,0.2938006134969327,1.3148630017451997,-1.3152750000000013,-0.3023620689655164,-0.7800280312907428,-1.6375920398009967,-0.6744999999999999,0.13268893572008728,0.9999999999999999,0.5443200731516815,1.0,0.9979166666666666,0.5443200731516815,14.501178842851244,1985097.003353645,-0.5175006964598197,0.49610629483708996,0.278656906099639
HEA Player 049,Hearts,Scottish Premiership,RB,24,1127,0.61,2.175,3.344,3.439,0.092,19.736,1.396,1.058,1.087,20.0,1.287,43.444,0.013,0.063,0.364,1.766,0.016,13.983,2.454,1388492,40,RWB,0.8611111111111112,-1.6087057251516086,-1.0027566666666663,2.1932417218543048,-1.236583333333334,-0.20528260869565215,-0.8076249999999997,1.98134375,-1.9501364535266978,0.20398185483870962,-0.8414421157684633,-0.7987119914346896,0.06363207547169818,-0.807472857142857,0.6745,1.7763549618320609,-0.06527419354838716,0.05819147880556291,1.0,0.5199815901583275,0.7912718313646145,0.8122236152885636,0.5158108694381569,14.573223571978723,2133390.6004051557,0.4294940276740338,0.2773831270887027,0.6113746285615311
HEA Player 050,Hearts,Scottish Premiership,ST,26,1918,0.61,0.993,1.185,0.381,0.087,17.062,0.47,0.314,2.538,59.733,0.714,52.833,0.015,0.434,2.653,4.854,0.183,12.596,0.784,1361642,55,ST,0.8090277777777778,1.609102066293585,0.6679195121951216,0.11497159090909105,-0.2791034482758619,-2.31544776119403,0.5100459363957593,0.7633875968992249,-1.1239773333333332,-0.805857332546474,-0.7343740942028986,-0.8663302752293578,-0.10918532526475051,-0.28949778761061945,-0.9368337343961488,-0.034225214676034094,-0.6475200000000004,-0.382241039466963,1.0000000000000002,0.37609131793071227,1.0,0.9427083333333333,0.37609131793071227,14.981860116836705,3210251.3856762946,0.857657500040574,0.27250171504751086,0.7618058524497804
HIB Player 053,Hibernian,Scottish Premiership,CB,26,2040,0.59,0.426,3.082,0.142,0.0,3.601,0.881,1.922,0.25,65.141,4.873,95.0,0.06,0.0,0.604,0.9,0.0,4.827,2.803,1615385,30,CB,0.8958333333333334,0.18659392789373824,0.26725471698113223,0.8728823529411761,0.37940624999999983,-0.6745,-0.8211304347826088,-1.0792,0.6745,-0.19614121338912177,-1.7172852760736192,-1.2148062827225123,1.067958333333334,-0.22870977011494212,-0.3420867014341591,-0.9496691542288566,-0.6744999999999999,-0.32171761739224486,0.9999999999999999,0.3958644530130982,1.0,0.96875,0.3958644530130982,14.716423279776212,2461848.069376822,0.42133878440756156,0.31521938577782993,0.6085093602589806
HIB Player 057,Hibernian,Scottish Premiership,CB,23,1230,0.59,0.962,3.926,0.109,0.002,4.132,1.016,2.34,0.185,73.316,5.418,63.831,0.076,0.061,0.468,0.976,0.004,5.042,3.356,3286904,30,CB,0.8958333333333334,0.7372817836812141,0.8977907375643234,0.21822058823529403,1.0539062499999994,-0.574574074074074,-1.7742282608695656,0.2922833333333333,-1.5459785065483724,0.1072426778242673,0.50070245398773,-0.2213019197207674,-0.4609083333333336,0.8431249999999993,0.12487483702737887,-0.6946343283582097,-0.62054,0.03222664096503873,0.9999999999999999,0.5114988205393342,0.8266397845091497,0.8473978491564047,0.5095053825327446,14.713109428263365,2453703.369729984,-0.29234752223122307,0.4928008642087341,0.35776236405551215
