player,team,league,position,age,minutes,league_strength,progressive_carries_p90,progressive_passes_p90,crosses_p90,xA_p90,touches_att_3rd_p90,tackles_p90,interceptions_p90,miscontrols_p90,aerial_win_pct,clearances_p90,pass_completion_pct,errors_p90,npxG_p90,shots_p90,touches_box_p90,goals_p90,pressures_p90,tackles_interceptions_p90,market_value_eur,injury_days_last_2y,role_family,availability_ratio,z_aerial_win_pct,z_clearances_p90,z_crosses_p90,z_errors_p90,z_goals_p90,z_miscontrols_p90,z_npxG_p90,z_pass_completion_pct,z_pressures_p90,z_progressive_carries_p90,z_progressive_passes_p90,z_shots_p90,z_tackles_interceptions_p90,z_touches_att_3rd_p90,z_touches_box_p90,z_xA_p90,role_performance_raw,role_metric_coverage,role_performance,minutes_reliability,reliability,role_performance_reliable,market_value_pred_log_oof,market_value_pred_eur_oof,value_residual_log,cost_pressure,value_intelligence,squad_complementarity,league_translation_risk,final_score,rank_in_role,qa_flags
STU Player 133,Sturm Graz,Austria Bundesliga,CB,26,2890,0.66,1.177,6.922,0.149,0.068,5.014,1.093,1.741,0.303,77.02,4.851,95.0,0.058,0.062,0.489,1.474,0.089,3.957,2.834,5893009,23,CB,0.9201388888888888,0.986792220113851,0.24180188679245268,1.0117499999999997,0.29509375000000015,1.548851851851852,-0.04398913043478266,0.3147666666666666,0.6745,-1.4237876569037669,1.3903803680981595,3.0,-0.22483333333333375,-0.16862499999999933,0.9005058670143411,0.9765149253731348,1.16014,1.0069485445118316,0.9999999999999999,0.8299426098346175,1.0,0.9760416666666666,0.8299426098346175,15.690722670489611,6522201.414442811,0.10144520974244209,0.6387464292441324,0.49611775037950695,1.0,0.2999999999999998,0.7626068440097484,1.0,Green: no major public-data flag
RAP Player 119,Rapid Wien,Austria Bundesliga,ST,19,2040,0.63,0.646,0.916,0.304,0.102,21.723,0.501,0.406,1.706,46.04,0.615,58.853,0.0,0.474,2.319,7.814,0.307,16.384,0.907,2751154,23,ST,0.9201388888888888,0.01875708136030955,0.016451219512194776,-1.0654034090909095,-0.976862068965517,0.18120895522388075,-1.4729363957597164,1.1816821705426355,-0.5540839999999999,0.7019656240778994,-1.5823867753623193,-1.2824782110091744,-0.7908282904689861,0.4446924778761063,0.008825612874116743,3.0,0.16187999999999933,0.9146601255365495,1.0000000000000002,0.7997917804138147,1.0,0.9760416666666666,0.7997917804138147,15.230269588651097,4115493.6385616376,0.4027382071836545,0.44832238623495224,0.6019742217490218,1.0,0.44999999999999996,0.7443165176027814,1.0,Green: no major public-data flag
GEN Player 258,Genk,Belgian Pro League,CB,25,1418,0.68,1.127,4.903,0.182,0.11,5.365,1.762,2.221,0.365,88.812,5.249,95.0,0.067,0.086,0.547,1.625,0.108,6.239,3.983,6354923,25,CB,0.9131944444444444,1.7811299810246666,0.7022667238421956,1.666411764705882,0.6745,2.0235000000000003,0.8651195652173915,0.8543666666666664,0.6745,1.7963148535564857,1.1834785276073618,0.9287617801047111,0.4271833333333341,2.0583879310344813,1.2091753585397649,1.483228855721394,2.2932999999999995,1.0730360670260035,0.9999999999999999,0.8515335487659903,0.8875684637129565,0.8952562579324028,0.8120100918217936,15.754286774184493,6950239.17282221,0.0895462707376442,0.6576109538928643,0.49193716965978823,0.9783930626041754,0.19999999999999962,0.7431585218713705,2.0,Green: no major public-data flag
BRO Player 177,Brondby,Danish Superliga,CB,22,1104,0.6,1.052,5.759,0.125,0.076,4.698,1.015,2.501,0.348,82.766,4.659,95.0,0.059,0.099,0.63,1.603,0.123,6.694,3.516,3882596,4,CB,0.9861111111111112,1.3738567362428837,0.019668096054887906,0.5356323529411764,0.3372499999999998,2.3982222222222225,0.6158478260869564,1.14665,0.6745,2.4383598326359843,0.8731257668711657,1.9363917975567184,1.360241666666668,1.153239942528735,0.6226153846153845,1.4094029850746277,1.37598,0.991765084431836,0.9999999999999999,0.8249821400381621,0.7831560082980487,0.8440425391419673,0.7545117155604444,15.970403036583603,8626961.546175504,0.7983882189885918,0.5344376028949877,0.7409821459379984,0.9091131201358559,0.6000000000000001,0.7284301203102437,3.0,Amber: limited minutes
GEN Player 265,Genk,Belgian Pro League,ST,23,1512,0.68,1.329,0.977,0.343,0.106,23.928,0.706,0.357,2.619,51.281,0.777,68.891,0.0,0.516,3.229,5.32,0.337,16.475,1.063,4006431,10,ST,0.9652777777777778,0.627462117950925,1.082490243902439,-0.46755113636363604,-0.976862068965517,0.78523880597015,0.7031007067137814,1.6208914728682173,0.39618000000000003,0.7381884036588972,0.0867563405797104,-1.188110091743119,1.0663426626323744,1.3758606194690262,0.45619288614829356,0.4565117096018741,0.37771999999999945,0.8107410348251703,1.0000000000000002,0.7658411849610645,0.916515138991168,0.9311439306271508,0.7436474705841668,15.717993050370474,6702511.7433294,0.5145814227340626,0.5422862911499083,0.6412692875000814,0.8845783474018132,0.19999999999999962,0.7201346518130316,2.0,Green: no major public-data flag
UTR Player 236,Utrecht,Eredivisie,CB,21,2382,0.66,1.229,4.266,0.133,0.052,5.182,1.74,2.061,0.46,81.742,4.914,95.0,0.078,0.122,0.572,1.205,0.088,7.369,3.801,7878134,30,CB,0.8958333333333334,1.3048776091081589,0.31468953687821577,0.6943382352941176,1.1382187499999996,1.5238703703703704,2.258108695652175,1.6637666666666664,0.6745,3.0,1.6055582822085892,0.17892495636998257,0.708225,1.705632183908045,1.0482451108213815,0.0738258706467663,0.7284599999999999,0.7319832475905155,0.9999999999999999,0.7401108426836875,1.0,0.96875,0.7401108426836875,15.801404608942027,7285557.134922768,-0.07819714975315328,0.7113227484440118,0.4330020907186547,0.8917614711108389,0.2999999999999998,0.6913095494393737,4.0,Green: no major public-data flag
HEA Player 042,Hearts,Scottish Premiership,RWB,24,2229,0.61,3.313,4.691,3.099,0.115,20.56,2.278,1.237,1.825,57.51,1.903,95.0,0.02,0.035,0.388,1.552,0.077,12.368,3.515,7531073,0,RWB,1.0,0.9918179669030732,-0.07944111111111098,1.4338708609271529,-0.8431250000000003,1.5836086956521738,1.3756249999999983,0.8009687500000001,0.915265820698748,-0.6745,0.6906556886227551,0.1740412205567449,0.3690660377358494,1.2372257142857137,0.9981971461852055,0.6745,0.4351612903225807,0.5924332152569005,1.0,0.6945195402507652,1.0,1.0,0.6945195402507652,15.724664259300194,6747375.08617406,-0.10988395978733578,0.7000601014841807,0.42186922693602014,1.0,0.55,0.6710491458217729,1.0,Green: no major public-data flag
RAP Player 109,Rapid Wien,Austria Bundesliga,CB,20,2092,0.63,1.066,4.428,0.152,0.0,4.811,1.344,1.925,0.385,69.898,4.114,93.581,0.04,0.082,0.675,1.018,0.073,7.002,3.269,3480979,23,CB,0.9201388888888888,0.5070370018975325,-0.6108679245283031,1.0712647058823528,-0.4637187499999996,1.149148148148148,1.1583804347826092,0.7644333333333333,0.5734104879594426,2.8729748953974905,0.9310582822085891,0.3696212914485164,1.8661166666666689,0.6745,0.7219876140808338,-0.5536940298507468,-0.6744999999999999,0.44090914263115477,0.9999999999999999,0.6450162925235742,1.0,0.9760416666666666,0.6450162925235742,15.540458245375723,5612226.431869292,0.47763382407408983,0.5071417922757585,0.6282880949302645,0.7771818013441995,0.44999999999999996,0.6630067462643224,5.0,Green: no major public-data flag
BRO Player 165,Brondby,Danish Superliga,CB,25,1044,0.6,1.037,5.509,0.059,0.127,6.063,1.474,2.267,0.4,67.797,5.992,89.067,0.054,0.134,0.54,1.183,0.06,6.843,3.741,5260055,25,CB,0.9131944444444444,0.3655085388994302,1.5618782161235005,-0.7736911764705883,0.12646875000000005,0.824388888888889,1.3783260869565226,1.9335666666666667,0.2518332805238695,2.648611924686193,0.8110552147239259,1.6421073298429312,0.3484916666666673,1.5893390804597693,1.8229967405475869,0.0,2.75196,0.9023454959807606,0.9999999999999999,0.7957685638581554,0.7615773105863908,0.8070624507438068,0.7252506274190932,15.317406676408229,4490193.945169073,-0.15824555463682444,0.6103419829118549,0.40487783376045233,0.8738563592530979,0.6000000000000001,0.6369064571819183,6.0,Amber: limited minutes
STU Player 126,Sturm Graz,Austria Bundesliga,CB,26,1522,0.66,0.814,4.494,0.139,0.006,4.24,1.11,1.605,0.247,80.768,5.682,95.0,0.042,0.174,0.502,1.211,0.026,5.62,2.715,5155194,19,CB,0.9340277777777778,1.239266603415559,1.2032246998284748,0.8133676470588236,-0.37940624999999956,-0.024981481481481504,-0.8651195652173915,2.8328999999999995,0.6745,0.9228514644351468,-0.11172699386503075,0.44731239092495595,-0.07869166666666681,-0.39927298850574666,0.21985006518904815,0.09396019900497528,-0.5126200000000001,0.5256902461885855,0.9999999999999999,0.6727144654888315,0.9195409482755814,0.9238869971262402,0.6588180233765103,15.194891115067254,3972439.165361566,-0.2606243870025935,0.6053081304920767,0.36890799035482863,0.7938115425930388,0.2999999999999998,0.6196541655091136,7.0,Green: no major public-data flag
